C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
5558|HD 182681                          |PM*|19 26 56.4829971576 -29 44 35.617721496|     ~   |5.635    |5.644    |     ~   |     ~   |B8.5V                |  74 |   0
5559|M 55                               |GlC|19 39 59.71 -30 57 53.1                |     ~   |     ~   |6.49     |     ~   |     ~   |~                    | 881 |   0
5560|HD 187098                          |PM*|19 49 11.6110578024 -28 47 20.293318140|     ~   |6.417    |6.031    |     ~   |     ~   |F3V                  |  51 |   0
5561|* c Sgr                            |LP*|20 02 39.4805073281 -27 42 35.439647267|8.03     |6.23     |4.58     |2.71     |1.15     |M4.5III              |  76 |   0
5562|V* RR Sgr                          |Mi*|19 55 56.4336636984 -29 11 24.128616804|8.55     |7.66     |6.15     |     ~   |     ~   |M6-7e                | 117 |   0
5563|HD 192310                          |PM*|20 15 17.3913760474 -27 01 58.711625384|     ~   |6.63     |5.723    |5.98     |8.74     |K2+V                 | 338 |   1
5564|HD 196385                          |PM*|20 37 52.2290682144 -25 06 33.177581820|     ~   |6.684    |6.377    |     ~   |     ~   |A9V                  |  59 |   0
5565|* psi Cap                          |PM*|20 46 05.7329952443 -25 16 15.233491015|     ~   |4.538    |4.122    |     ~   |     ~   |F5V                  | 221 |   0
5566|HD 196947                          |*  |20 41 24.2617018032 -25 59 59.677966536|     ~   |7.515    |6.290    |     ~   |     ~   |K2III                |  14 |   0
5567|HD 196815                          |SB*|20 40 35.9024982792 -26 38 42.572233176|     ~   |7.089    |6.500    |     ~   |     ~   |G0/1V                |  30 |   0
5568|HD 198174                          |SB*|20 49 17.6130920568 -25 46 52.479584364|     ~   |5.766    |5.849    |     ~   |     ~   |B8II                 |  51 |   0
5569|HD 133670                          |PM*|15 06 27.1427707296 -22 01 54.586099956|     ~   |7.16     |6.14     |     ~   |     ~   |K0III                |  28 |   0
5570|HD 134946                          |*  |15 13 17.4075223008 -24 00 29.937388608|     ~   |6.43     |6.47     |     ~   |     ~   |B8III                |  33 |   1
5571|* 42 Lib                           |*  |15 40 16.8973226160 -23 49 05.101136148|7.80     |6.29     |4.96     |4.00     |3.32     |K3-IIICN2            | 119 |   0
5572|* 2 Sco                            |** |15 53 36.71880 -25 19 37.7087          |3.86     |4.52     |4.59     |     ~   |     ~   |B2.5Vn               | 165 |   0
5573|HD 142165                          |SB*|15 53 53.9142283800 -24 31 59.373289920|4.95     |5.350    |5.372    |     ~   |     ~   |B5V                  | 139 |   0
5574|* 3 Sco                            |Ro*|15 54 39.5296532472 -25 14 37.459966128|5.23     |5.81     |5.87     |     ~   |     ~   |B8III/IV             | 222 |   0
5575|* b Sco                            |*  |15 50 58.7444628720 -25 45 04.658676984|3.84     |4.552    |4.635    |     ~   |     ~   |B1.5Vn               | 298 |   0
5576|* 4 Sco                            |*  |15 55 30.0735638472 -26 15 57.537358092|     ~   |5.753    |5.625    |     ~   |     ~   |A3V                  |  34 |   0
5577|V* V913 Sco                        |Ro*|15 58 34.8665694960 -24 49 53.361727284|4.70     |5.34     |5.43     |     ~   |     ~   |B5V                  | 216 |   0
5578|* pi. Sco                          |SB*|15 58 51.1132378 -26 06 50.788602      |1.82     |2.71     |2.91     |3.00     |3.20     |B1V+B2:V:            | 408 |   0
5579|HD 143787                          |PM*|16 03 20.6231448768 -25 51 54.873258444|     ~   |6.202    |4.966    |     ~   |     ~   |K3III                |  50 |   0
5580|HD 144690                          |PM*|16 08 07.5867113208 -26 19 36.051285792|9.04     |7.03     |5.38     |     ~   |     ~   |M2III                |  44 |   0
5581|* c02 Sco                          |SB*|16 12 18.2046168820 -27 55 34.953285603|3.66     |4.413    |4.568    |     ~   |     ~   |B2V                  | 191 |   0
5582|* alf Sco B                        |Em*|16 29 24.20 -26 25 51.0                |     ~   |5.0      |5.2      |     ~   |     ~   |B2.5V                | 116 |   0
5583|* alf Sco                          |s*r|16 29 24.45970 -26 25 55.2094          |4.08     |2.75     |0.91     |-0.64    |-1.87    |M1.5Iab+B2Vn         | 761 |   0
5584|* tau Sco                          |*  |16 35 52.9528530 -28 12 57.661515      |1.55     |2.56     |2.81     |2.93     |3.18     |B0V                  | 934 |   0
5585|HD 150894                          |V* |16 45 00.1899218544 -28 30 34.765672968|     ~   |6.073    |5.982    |     ~   |     ~   |A3IV                 |  38 |   0
5586|HD 155401                          |*  |17 12 25.0624146504 -27 45 43.649043120|     ~   |6.060    |6.117    |     ~   |     ~   |B9V(n)               |  44 |   0
5587|HD 155940                          |*  |17 15 51.3501542736 -30 12 38.632715280|     ~   |6.165    |6.184    |     ~   |     ~   |B9/9.5V              |  29 |   0
5588|* 43 Oph                           |*  |17 23 21.5908786608 -28 08 34.200756204|     ~   |6.844    |5.288    |     ~   |     ~   |K4/5III              |  36 |   0
5589|* d Oph                            |PM*|17 27 21.2756332194 -29 52 01.325368180|     ~   |4.672    |4.269    |     ~   |     ~   |F5III-IV             | 112 |   0
5590|HD 157955                          |*  |17 27 37.5530838144 -29 43 28.440759612|     ~   |5.983    |5.974    |     ~   |     ~   |B9.5IV               |  48 |   0
5591|[SC96] GC 208                      |*  |17 51 12.0 -30 34 00                   |     ~   |     ~   |6.40     |     ~   |     ~   |~                    |   1 |   0
5592|[SC96] Mis 731                     |*  |17 51 12.0 -30 34 00                   |     ~   |     ~   |6.40     |     ~   |     ~   |~                    |   1 |   0
5593|HD 163685                          |*  |17 58 39.0498560448 -28 45 32.710460868|5.35     |5.93     |6.01     |     ~   |     ~   |B3II/III             |  59 |   0
5594|HD 163755                          |s*r|17 59 05.2807293274 -30 15 10.889050698|     ~   |6.93     |5.17     |     ~   |     ~   |M1Ib                 |  47 |   0
5595|HD 165634                          |*  |18 08 04.9788127934 -28 27 25.533540057|6.26     |5.51     |4.56     |3.85     |3.32     |G7:IIIbCN-1CH-3.5HK+1| 101 |   0
5596|* gam01 Sgr                        |cC*|18 05 01.2264355704 -29 34 48.322222356|5.99     |5.47     |4.69     |     ~   |3.869    |G0Ib/II              | 360 |   0
5597|* gam02 Sgr                        |PM*|18 05 48.4880988 -30 25 26.723458      |4.77     |4.00     |2.99     |2.26     |1.75     |K0+III               | 153 |   0
5598|HD 166023                          |*  |18 10 05.8137077256 -30 43 43.200328980|     ~   |6.74     |5.65     |     ~   |     ~   |K1III                |  26 |   0
5599|HD 167666                          |*  |18 17 24.0863321904 -28 39 07.435556856|     ~   |6.350    |6.168    |     ~   |     ~   |A5V                  |  33 |   0
5600|HD 167665                          |SB*|18 17 23.7587105112 -28 17 20.218638480|     ~   |6.87     |6.36     |     ~   |     ~   |F9VFe-0.8CH-0.4+T4   | 116 |   0
5601|HD 168646                          |*  |18 22 00.1406039376 -28 25 47.875197468|     ~   |6.396    |6.154    |     ~   |     ~   |A3III                |  37 |   0
5602|* del Sgr                          |*  |18 20 59.6428936493 -29 49 41.168145329|     ~   |4.069    |2.668    |     ~   |     ~   |K2.5IIIaCN0.5        | 180 |   0
5603|* 18 Sgr                           |PM*|18 25 01.4272703880 -30 45 23.616748152|     ~   |6.696    |5.574    |     ~   |     ~   |K0III                |  26 |   0
5604|HD 169830                          |*  |18 27 49.4849984976 -29 49 00.700831380|     ~   |6.406    |5.902    |7.01     |     ~   |F7V                  | 287 |   1
5605|HD 171416                          |*  |18 35 59.6448199608 -29 41 56.783770224|     ~   |7.636    |6.366    |     ~   |     ~   |K1III                |  18 |   0
5606|HD 174631                          |*  |18 52 37.0452066264 -29 22 46.835528628|     ~   |7.441    |6.098    |     ~   |     ~   |K1III                |  19 |   0
5607|* tau Sgr                          |PM*|19 06 56.4031131168 -27 40 13.496293992|5.65     |4.51     |3.31     |2.44     |1.85     |K1.5IIIb             | 161 |   0
5608|* zet Sgr                          |** |19 02 36.73024 -29 52 48.2279          |     ~   |2.69     |2.59     |     ~   |     ~   |A2.5Va               | 178 |   0
5609|HD 177846                          |*  |19 07 30.8422028136 -28 38 12.482432700|     ~   |7.622    |6.027    |     ~   |     ~   |K3III                |  13 |   0
5610|HD 178840                          |*  |19 11 18.8164900872 -29 30 08.255994264|     ~   |6.235    |6.272    |     ~   |     ~   |B8V                  |  28 |   0
5611|HD 183275                          |PM*|19 29 52.1859279672 -26 59 08.179477620|     ~   |6.62     |5.49     |     ~   |     ~   |K1/2III              |  48 |   0
5612|HD 182180                          |*  |19 24 30.1801035096 -27 51 57.389455476|5.22     |5.889    |6.011    |     ~   |     ~   |B2Vnn                | 125 |   0
5613|* ome Sgr                          |SB*|19 55 50.3625499909 -26 17 57.693299065|     ~   |5.45     |4.70     |     ~   |     ~   |G5IV                 | 140 |   0
5614|* 60 Sgr                           |*  |19 58 57.2021818392 -26 11 44.744911476|     ~   |5.735    |4.846    |     ~   |     ~   |G6III                |  64 |   0
5615|* b Sgr                            |*  |19 56 56.8326894125 -27 10 11.629238513|     ~   |5.980    |4.528    |     ~   |     ~   |K2.5IIb              |  67 |   0
5616|HD 196761                          |PM*|20 40 11.7551137131 -23 46 25.918619793|     ~   |7.09     |6.37     |     ~   |     ~   |G7.5IV-V             | 202 |   0
5617|* iot Lib                          |SB*|15 12 13.2902543 -19 47 30.159216      |4.08     |4.46     |4.54     |4.58     |4.67     |B9IVpSi              | 181 |   0
5618|HD 138105                          |V* |15 30 36.2509852536 -20 43 42.790628460|     ~   |6.371    |6.194    |     ~   |     ~   |A3V                  |  40 |   0
5619|HD 139254                          |HB*|15 37 48.0415231272 -23 08 30.145550532|     ~   |6.854    |5.790    |     ~   |     ~   |K0III                |  49 |   0
5620|HD 142184                          |Be*|15 53 55.8637866220 -23 58 41.143370530|4.77     |5.352    |5.402    |     ~   |     ~   |B2V                  | 244 |   0
5621|HD 144334                          |** |16 06 06.3891324384 -23 36 22.849641396|5.29     |5.84     |5.92     |     ~   |     ~   |B8V                  | 198 |   0
5622|HD 143900                          |*  |16 03 54.7026524160 -24 43 34.728134052|     ~   |7.621    |6.211    |     ~   |     ~   |K2/3III              |  25 |   0
5623|* del Sco                          |SB*|16 00 20.00528 -22 37 18.1431          |1.30     |2.20     |2.32     |2.36     |2.49     |B0.3IV               | 757 |   0
5624|HD 144844                          |V* |16 08 43.7202865416 -23 41 07.483461252|5.59     |5.90     |5.88     |     ~   |     ~   |B9V                  | 162 |   0
5625|HD 144661                          |*  |16 07 51.8878572504 -24 27 44.447463108|5.74     |6.27     |6.33     |     ~   |     ~   |B8IV/V               | 163 |   0
5626|HD 145792                          |a2*|16 13 45.4979280816 -24 25 19.529982106|     ~   |6.43     |6.43     |     ~   |6.14     |B6IV                 | 132 |   0
5627|HD 146001                          |*  |16 14 53.4294665736 -25 28 37.100440632|5.73     |6.09     |6.05     |     ~   |     ~   |B8V                  | 156 |   0
5628|* omi Sco                          |V* |16 20 38.1737722092 -24 10 09.495477665|5.99     |5.40     |4.57     |3.69     |2.93     |A5II                 | 266 |   0
5629|* sig Sco                          |bC*|16 21 11.3157134 -25 35 34.051476      |2.32     |3.02     |2.89     |1.69     |1.58     |B1III+B1:V           | 884 |   0
5630|* rho Oph                          |** |16 25 35.11766 -23 26 49.8150          |4.30     |4.85     |4.63     |4.27     |3.96     |B2IV+B2V             | 655 |   0
5631|* i Sco                            |*  |16 30 12.4752690460 -25 06 54.796568058|3.93     |4.72     |4.79     |4.85     |4.99     |B2.5V                | 313 |   1
5632|HD 153336                          |V* |16 59 57.7070386128 -25 05 31.918254072|9.44     |7.48     |5.86     |     ~   |     ~   |M1/2III              |  33 |   0
5633|* 26 Oph                           |** |17 00 09.5293323528 -24 59 20.901756372|     ~   |6.117    |5.731    |     ~   |     ~   |F3V                  |  63 |   0
5634|M 19                               |GlC|17 02 37.69 -26 16 04.6                |     ~   |8.45     |5.57     |     ~   |     ~   |~                    | 386 |   1
5635|HD 155379                          |*  |17 12 13.6199687112 -25 15 18.511023636|     ~   |6.467    |6.499    |     ~   |     ~   |A0V                  |  70 |   0
5636|HD 154481                          |*  |17 06 53.2246848982 -26 30 46.872050517|     ~   |6.208    |6.251    |     ~   |     ~   |B8/9II               |  52 |   0
5637|* 36 Oph A                         |PM*|17 15 20.7836485323 -26 36 06.117207947|     ~   |5.93     |5.08     |     ~   |     ~   |K2V                  | 277 |   1
5638|V* V2215 Oph                       |RS*|17 16 13.3624141798 -26 32 46.136563394|     ~   |7.50     |6.34     |     ~   |4.8      |K5V                  | 319 |   0
5639|* 36 Oph B                         |PM*|17 15 20.9838262152 -26 36 10.173444860|     ~   |5.88     |5.03     |     ~   |     ~   |K1V                  | 252 |   1
5640|HD 157864                          |*  |17 26 55.2966016896 -25 56 36.474960120|     ~   |6.38     |6.43     |     ~   |     ~   |B9.5/A0V             |  38 |   0
5641|HD 158704                          |SB*|17 31 44.3739544896 -26 16 10.957302300|     ~   |5.983    |6.052    |     ~   |     ~   |B9pHgMn              |  75 |   0
5642|HD 161756                          |Be*|17 48 27.8366974488 -26 58 29.802812412|6.05     |6.47     |6.35     |     ~   |     ~   |B3Vn                 |  80 |   0
5643|HD 160839                          |*  |17 43 17.7078868464 -27 53 02.319724824|     ~   |6.80     |6.41     |     ~   |     ~   |F0III/IV             |  30 |   0
